id,date,star,text
1,2018/05/13,2,"""炒泡麵味道不錯，但等了40分鐘左右才上，同行夥伴的餐點已出餐且快吃完了…用餐經驗不甚愉快，中午常常滿位，趕時間的朋友請慎選~"""
2,2018/05/13,5,"""不錯吃"""
3,2019/05/13,4,"""味道不錯"""
